visit_date,visitors_count,utm_source,utm_medium,utm_campaign,total_cost,leads_count,purchases_count,revenue
2023-06-20,184,yandex,cpc,prof-python,46055,0,0,
2023-06-20,148,yandex,cpc,prof-frontend,68549,0,0,
2023-06-20,119,yandex,cpc,prof-java,28063,0,0,
2023-06-20,58,yandex,cpc,base-python,,0,0,
2023-06-20,53,yandex,cpc,base-java,3805,0,0,
2023-06-20,47,yandex,cpc,prof-professions-brand,3263,0,0,
2023-06-20,38,yandex,cpc,prof-data-analytics,6795,0,0,
2023-06-20,33,yandex,cpc,base-frontend,,0,0,
2023-06-20,27,yandex,cpc,prof-professions-retarget,784,0,0,
2023-06-20,17,yandex,cpc,dod-frontend,,0,0,
2023-06-20,17,yandex,cpc,dod-professions,6422,0,0,
2023-06-20,14,vk-senler,cpc,freemium,,0,0,
2023-06-20,13,vk,cpc,prof-python,5839,0,0,
2023-06-20,11,vk,cpc,freemium-frontend,2851,0,0,
2023-06-20,10,yandex,cpc,dod-python-java,3269,0,0,
2023-06-20,8,vk,cpc,freemium-java,2538,0,0,
2023-06-20,8,vk,cpc,prof-java,5205,0,0,
2023-06-20,7,instagram,social,base-frontend,,0,0,
2023-06-20,7,yandex,cpc,dod-php,,0,0,
2023-06-20,6,telegram,cpp,base-frontend,,0,0,
2023-06-20,6,yandex,cpc,dod-java,,0,0,
2023-06-20,5,telegram,social,dod-professions,,0,0,
2023-06-20,5,vk,cpc,prof-data-analytics,4941,0,0,
2023-06-20,5,vk,cpp,dod-python-java,,0,0,
2023-06-20,5,yandex,cpc,dod-qa,,0,0,
2023-06-20,4,instagram,social,prof-frontend,,0,0,
2023-06-20,3,vk,cpc,freemium-python,2127,0,0,
2023-06-20,3,vk,cpc,prof-frontend,5078,0,0,
2023-06-20,3,vk,social,dod-professions,,0,0,
2023-06-20,2,instagram,social,prof-backend,,0,0,
2023-06-20,2,telegram,cpp,base-python,,0,0,
2023-06-20,2,vk,social,hexlet-blog,,0,0,
2023-06-20,2,yandex,cpc,base-professions-retarget,,0,0,
2023-06-20,1,Yandex,cpm,14191988,,0,0,
2023-06-20,1,instagram,social,all-courses,,0,0,
2023-06-20,1,instagram,social,prof-java,,0,0,
2023-06-20,1,instagram,social,prof-python,,0,0,
2023-06-20,1,instagram,social,prof-qa,,0,0,
2023-06-20,1,instagram,social,prof-rails,,0,0,
2023-06-20,1,telegram,cpm,frontend,,0,0,
2023-06-20,1,telegram,cpp,prof-frontend,,0,0,
2023-06-20,1,telegram,cpp,prof-java,,0,0,
2023-06-20,1,telegram,social,mdtruereshenie-zadach--horoshiy-sposob-z,,0,0,
2023-06-20,1,twitter,social,my-poprosili-nastavnikov-heksleta-rasska,,0,0,
2023-06-20,1,twitter.com,social,buffer,,0,0,
2023-06-20,1,vk,social,base-frontend,,0,0,
2023-06-20,1,vk,social,base-java,,0,0,
2023-06-20,1,vk,social,base-python,,0,0,
2023-06-20,1,vk,social,dod-python-java,,0,0,
2023-06-20,1,vk-senler,cpc,dod-professions,,0,0,
2023-06-20,1,yandex-direct,cpc,26593528,,0,0,
2023-06-20,1,yandex-direct,cpc,70989018,,0,0,
2023-06-20,1,yandex-direct,cpc,85838400,,0,0,
2023-06-20,1,zen,social,all-courses,,0,0,
2023-06-21,225,yandex,cpc,freemium,18973,0,0,
2023-06-21,155,yandex,cpc,prof-python,46840,0,0,
2023-06-21,140,yandex,cpc,prof-frontend,64454,0,0,
2023-06-21,126,yandex,cpc,prof-java,29144,0,0,
2023-06-21,59,yandex,cpc,base-java,5157,0,0,
2023-06-21,55,yandex,cpc,base-frontend,,0,0,
2023-06-21,51,admitad,cpa,admitad,,0,0,
2023-06-21,44,yandex,cpc,base-python,4741,0,0,
2023-06-21,42,yandex,cpc,prof-professions-brand,4320,0,0,
2023-06-21,32,yandex,cpc,prof-data-analytics,3920,0,0,
2023-06-21,25,yandex,cpc,prof-professions-retarget,874,0,0,
2023-06-21,18,vk,cpc,prof-python,5890,0,0,
2023-06-21,16,yandex,cpc,dod-frontend,,0,0,
2023-06-21,13,vk,cpc,prof-data-analytics,6090,0,0,
2023-06-21,13,yandex,cpc,dod-java,,0,0,
2023-06-21,12,vk-senler,cpc,freemium,,0,0,
2023-06-21,12,yandex,cpc,dod-python-java,2006,0,0,
2023-06-21,11,telegram,cpp,prof-java,,0,0,
2023-06-21,11,yandex,cpc,dod-professions,,0,0,
2023-06-21,9,vk,cpc,prof-frontend,5079,0,0,
2023-06-21,9,yandex,cpc,dod-qa,,0,0,
2023-06-21,8,vk,cpc,prof-java,5257,0,0,
2023-06-21,7,vk,cpc,freemium-frontend,2537,0,0,
2023-06-21,7,vk,cpp,dod-python-java,,0,0,
2023-06-21,6,vk,cpc,freemium-java,2537,0,0,
2023-06-21,6,yandex,cpc,base-professions-retarget,,0,0,
2023-06-21,5,telegram,cpp,base-java,,0,0,
2023-06-21,5,vk,cpc,freemium-python,2193,0,0,
2023-06-21,5,yandex,cpc,dod-php,,0,0,
2023-06-21,4,instagram,social,prof-frontend,,0,0,
2023-06-21,3,telegram,cpp,base-frontend,,0,0,
2023-06-21,2,instagram,social,prof-qa,,0,0,
2023-06-21,2,telegram,social,dod-professions,,0,0,
2023-06-21,2,vk,social,general,,0,0,
2023-06-21,1,Yandex,cpc,08409986,,0,0,
2023-06-21,1,Yandex,cpc,74431025,,0,0,
2023-06-21,1,admitad,cpc,442763,,0,0,
2023-06-21,1,dzen,social,dzen-post,,0,0,
2023-06-21,1,facebook,social,hexlet-blog,,0,0,
2023-06-21,1,instagram,social,base-frontend,,0,0,
2023-06-21,1,instagram,social,prof-backend,,0,0,
2023-06-21,1,instagram,social,prof-data-analytics,,0,0,
2023-06-21,1,instagram,social,prof-java,,0,0,
2023-06-21,1,instagram,social,prof-python,,0,0,
2023-06-21,1,telegram,cpm,python,,0,0,
2023-06-21,1,telegram,cpp,dod-java,,0,0,
2023-06-21,1,telegram,cpp,prof-data-analytics,,0,0,
2023-06-21,1,telegram,social,kak-optimizirovat-tretiy-proekt-v-professii-python,,0,0,
2023-06-21,1,telegram,social,mdtruehaskell--funktsionalnyy-yazyk,,0,0,
2023-06-21,1,telegram,social,promo,,0,0,
2023-06-21,1,telegram,social,u-nas-chasto-sprashivayut--kakie-knigi-nuzhn,,0,0,
2023-06-21,1,tg,social,hostel,,0,0,
2023-06-21,1,twitter,social,hexlet-blog,,0,0,
2023-06-21,1,twitter,social,promo,,0,0,
2023-06-21,1,vk,cpc,freemium,,0,0,
2023-06-21,1,vk,cpc,prof-php,,0,0,
2023-06-21,1,vk,social,base-java,,0,0,
2023-06-21,1,vk,social,course_completed,,0,0,
2023-06-21,1,vk,social,dod-professions,,0,0,
2023-06-21,1,vk,social,hexlet-blog,,0,0,
2023-06-21,1,vk,social,prof-python,,0,0,
2023-06-21,1,vk.com,social,skolko-stoit-obuchenie-na-hekslete-dlya,,0,0,
2023-06-21,1,yandex-direct,cpc,71522986,,0,0,
2023-06-21,1,zen,social,hexlet,,0,0,
